Date,Close,MA50,MA200,Regime
2021-03-17,2064.0,1963.7,1766.905,BULL
2021-03-18,2090.0,1968.22,1769.47,BULL
2021-03-19,2095.0,1972.88,1771.885,BULL
2021-03-22,2073.0,1976.98,1774.12,BULL
2021-03-23,2052.0,1980.02,1776.08,BULL
2021-03-24,2009.0,1981.6,1777.925,BULL
2021-03-25,2033.0,1983.66,1779.86,BULL
2021-03-26,2066.0,1986.24,1781.865,BULL
2021-03-29,2068.0,1988.62,1783.805,BULL
2021-03-30,2073.0,1991.54,1785.745,BULL
2021-03-31,2052.0,1994.2,1787.555,BULL
2021-04-01,2052.0,1996.6,1789.26,BULL
2021-04-02,2069.0,1999.54,1791.05,BULL
2021-04-05,2078.0,2002.44,1792.9,BULL
2021-04-06,2050.0,2004.86,1794.795,BULL
2021-04-07,2062.0,2007.4,1796.88,BULL
2021-04-08,2049.0,2009.9,1799.075,BULL
2021-04-09,2056.0,2012.32,1800.99,BULL
2021-04-12,2051.0,2015.14,1802.92,BULL
2021-04-13,2056.0,2018.7,1804.88,BULL
2021-04-14,2047.0,2021.66,1806.8,BULL
2021-04-15,2057.0,2024.4,1808.785,BULL
2021-04-16,2058.0,2026.6,1810.75,BULL
2021-04-19,2053.0,2028.84,1812.73,BULL
2021-04-20,2019.0,2029.88,1814.625,BULL
2021-04-21,1980.0,2029.46,1816.225,BULL
2021-04-22,2016.0,2029.76,1818.165,BULL
2021-04-23,2007.0,2029.72,1820.04,BULL
2021-04-26,2012.0,2029.76,1822.005,BULL
2021-04-27,1998.0,2029.06,1823.87,BULL
2021-04-28,2000.0,2028.2,1825.705,BULL
2021-04-30,1993.0,2027.32,1827.375,BULL
2021-05-06,2024.0,2027.44,1829.23,BULL
2021-05-07,2029.0,2027.9,1831.185,BULL
2021-05-10,2049.0,2028.6,1833.41,BULL
2021-05-11,2001.0,2029.02,1835.5,BULL
2021-05-12,1969.0,2028.28,1837.24,BULL
2021-05-13,1943.0,2028.36,1838.895,BULL
2021-05-14,1978.0,2028.34,1840.605,BULL
2021-05-17,1970.0,2028.34,1842.32,BULL
2021-05-18,2002.0,2028.74,1844.225,BULL
2021-05-19,1990.0,2029.38,1846.06,BULL
2021-05-20,1989.0,2029.66,1847.85,BULL
2021-05-21,1999.0,2030.24,1849.75,BULL
2021-05-24,2009.0,2030.5,1851.67,BULL
2021-05-25,2016.0,2030.86,1853.665,BULL
2021-05-26,2018.0,2031.12,1855.78,BULL
2021-05-27,2005.0,2030.66,1857.88,BULL
2021-05-28,2043.0,2030.6,1860.385,BULL
2021-05-31,2018.0,2029.8,1862.645,BULL
2021-06-01,2021.0,2028.94,1864.745,BULL
2021-06-02,2037.0,2027.88,1866.93,BULL
2021-06-03,2053.0,2027.04,1869.215,BULL
2021-06-04,2056.0,2026.7,1871.52,BULL
2021-06-07,2056.0,2026.78,1873.625,BULL
2021-06-08,2061.0,2027.82,1875.665,BULL
2021-06-09,2052.0,2028.2,1877.555,BULL
2021-06-10,2055.0,2027.98,1879.475,BULL
2021-06-11,2052.0,2027.66,1881.45,BULL
2021-06-14,2056.0,2027.32,1883.44,BULL
2021-06-15,2075.0,2027.78,1885.505,BULL
2021-06-16,2075.0,2028.24,1887.655,BULL
2021-06-17,2063.0,2028.12,1889.705,BULL
2021-06-18,2041.0,2027.38,1891.63,BULL
2021-06-21,1995.0,2026.28,1893.25,BULL
2021-06-22,2056.0,2026.16,1895.165,BULL
2021-06-23,2048.0,2026.14,1897.095,BULL
2021-06-24,2041.0,2025.84,1899.05,BULL
2021-06-25,2058.0,2025.98,1901.04,BULL
2021-06-28,2061.0,2026.08,1903.03,BULL
2021-06-29,2048.0,2026.1,1904.91,BULL
2021-06-30,2040.0,2025.76,1906.72,BULL
2021-07-01,2038.0,2025.36,1908.59,BULL
2021-07-02,2057.0,2025.44,1910.585,BULL
2021-07-05,2050.0,2026.06,1912.485,BULL
2021-07-06,2056.0,2027.58,1914.51,BULL
2021-07-07,2038.0,2028.02,1916.335,BULL
2021-07-08,1982.0,2027.52,1917.815,BULL
2021-07-09,1983.0,2026.94,1919.235,BULL
2021-07-12,2016.0,2027.3,1920.875,BULL
2021-07-13,2029.0,2027.88,1922.555,BULL
2021-07-14,2024.0,2028.5,1924.24,BULL
2021-07-15,2002.0,2028.06,1925.78,BULL
2021-07-16,1996.0,2027.4,1927.3,BULL
2021-07-19,1967.0,2025.76,1928.755,BULL
2021-07-20,1950.0,2024.74,1930.09,BULL
2021-07-21,1966.0,2024.68,1931.355,BULL
2021-07-26,1987.0,2025.56,1932.675,BULL
2021-07-27,1998.0,2025.96,1934.235,BULL
2021-07-28,1980.0,2026.16,1935.78,BULL
2021-07-29,1986.0,2025.84,1937.215,BULL
2021-07-30,1962.0,2025.28,1938.485,BULL
2021-08-02,2002.0,2025.54,1939.945,BULL
2021-08-03,1993.0,2025.42,1941.315,BULL
2021-08-04,1983.0,2024.9,1942.69,BULL
2021-08-05,1988.0,2024.34,1944.105,BULL
2021-08-06,1992.0,2023.82,1945.515,BULL
2021-08-10,1996.0,2023.64,1946.975,BULL
2021-08-11,2015.0,2023.08,1948.585,BULL
2021-08-12,2014.0,2023.0,1950.265,BULL
2021-08-13,2017.0,2022.92,1951.85,BULL
2021-08-16,1988.0,2021.94,1953.35,BULL
2021-08-17,1975.0,2020.38,1954.73,BULL
2021-08-18,1985.0,2018.96,1956.255,BULL
2021-08-19,1959.0,2017.02,1957.615,BULL
2021-08-20,1939.0,2014.58,1958.91,RANGE
2021-08-23,1975.0,2013.04,1960.39,RANGE
2021-08-24,1996.0,2011.86,1962.005,RANGE
2021-08-25,1997.0,2010.76,1963.615,RANGE
2021-08-26,1995.0,2009.54,1965.385,RANGE
2021-08-27,1989.0,2007.82,1966.98,BULL
2021-08-30,2013.0,2006.58,1968.595,BULL
2021-08-31,2024.0,2005.8,1970.155,BULL
2021-09-01,2042.0,2005.82,1971.755,BULL
2021-09-02,2043.0,2006.78,1973.245,BULL
2021-09-03,2081.0,2007.28,1974.825,BULL
2021-09-06,2106.0,2008.44,1976.385,BULL
2021-09-07,2127.0,2010.16,1978.06,BULL
2021-09-08,2147.0,2011.94,1979.955,BULL
2021-09-09,2129.0,2013.3,1981.61,BULL
2021-09-10,2157.0,2015.48,1983.39,BULL
2021-09-13,2162.0,2017.92,1985.265,BULL
2021-09-14,2184.0,2020.84,1987.235,BULL
2021-09-15,2163.0,2022.96,1989.09,BULL
2021-09-16,2157.0,2025.1,1990.74,BULL
2021-09-17,2164.0,2027.26,1992.41,BULL
2021-09-21,2129.0,2029.08,1993.815,BULL
2021-09-22,2111.0,2031.66,1995.105,BULL
2021-09-24,2159.0,2035.18,1996.81,BULL
2021-09-27,2156.0,2037.98,1998.415,BULL
2021-09-28,2145.0,2040.3,1999.94,BULL
2021-09-29,2121.0,2042.24,2001.32,BULL
2021-09-30,2115.0,2044.5,2002.675,BULL
2021-10-01,2064.0,2045.86,2003.85,BULL
2021-10-04,2055.0,2047.62,2004.985,BULL
2021-10-05,2025.0,2049.12,2005.865,BULL
2021-10-06,2018.0,2050.16,2006.72,BULL
2021-10-07,2015.0,2050.72,2007.545,BULL
2021-10-08,2041.0,2051.58,2008.445,BULL
2021-10-11,2078.0,2053.54,2009.58,BULL
2021-10-12,2060.0,2055.02,2010.595,BULL
2021-10-13,2051.0,2056.8,2011.54,BULL
2021-10-14,2066.0,2058.08,2012.555,BULL
2021-10-15,2103.0,2060.28,2013.78,BULL
2021-10-18,2101.0,2062.64,2015.145,BULL
2021-10-19,2106.0,2065.0,2016.505,BULL
2021-10-20,2109.0,2067.34,2017.835,BULL
2021-10-21,2079.0,2069.0,2019.005,BULL
2021-10-22,2082.0,2070.34,2020.135,BULL
2021-10-25,2076.0,2071.58,2021.075,BULL
2021-10-26,2098.0,2073.2,2022.19,BULL
2021-10-27,2093.0,2075.3,2023.335,BULL
2021-10-28,2079.0,2077.38,2024.42,BULL
2021-10-29,2082.0,2079.32,2025.49,BULL
2021-11-01,2126.0,2082.66,2026.62,BULL
2021-11-02,2113.0,2086.14,2027.535,BULL
2021-11-04,2136.0,2089.36,2028.565,BULL
2021-11-05,2121.0,2091.86,2029.485,BULL
2021-11-08,2119.0,2094.3,2030.335,BULL
2021-11-09,2102.0,2096.44,2031.21,BULL
2021-11-10,2087.0,2098.4,2032.05,BULL
2021-11-11,2095.0,2100.04,2032.865,BULL
2021-11-12,2124.0,2102.04,2033.875,BULL
2021-11-15,2131.0,2103.82,2034.865,BULL
2021-11-16,2134.0,2105.64,2035.89,BULL
2021-11-17,2120.0,2106.42,2036.815,BULL
2021-11-18,2115.0,2106.6,2037.77,BULL
2021-11-19,2126.0,2106.58,2038.725,BULL
2021-11-22,2126.0,2106.16,2039.805,BULL
2021-11-24,2098.0,2105.54,2040.905,BULL
2021-11-25,2107.0,2104.54,2041.945,BULL
2021-11-26,2066.0,2102.62,2042.675,BULL
2021-11-29,2028.5,2099.51,2043.0775,RANGE
2021-11-30,2008.0,2096.41,2043.4125,RANGE
2021-12-01,2013.0,2093.53,2043.6425,RANGE
2021-12-02,2003.0,2090.31,2043.6525,RANGE
2021-12-03,2037.0,2088.47,2043.8325,RANGE
2021-12-06,2025.0,2086.75,2043.9125,RANGE
2021-12-07,2071.5,2085.0,2044.22,RANGE
2021-12-08,2083.5,2083.55,2044.4725,RANGE
2021-12-09,2069.5,2082.04,2044.605,RANGE
2021-12-10,2053.5,2080.69,2044.6875,RANGE
2021-12-13,2056.5,2079.52,2044.88,BULL
2021-12-14,2052.0,2079.28,2045.11,BULL
2021-12-15,2061.5,2079.41,2045.3475,BULL
2021-12-16,2094.0,2080.79,2045.9175,BULL
2021-12-17,2064.5,2081.72,2046.21,BULL
2021-12-20,2019.0,2081.8,2046.61,RANGE
2021-12-21,2051.0,2082.0,2046.97,RANGE
2021-12-22,2049.0,2081.42,2047.365,RANGE
2021-12-23,2068.5,2081.59,2047.7975,RANGE
2021-12-24,2067.0,2081.91,2048.3425,RANGE
2021-12-27,2056.5,2081.72,2048.75,BULL
2021-12-28,2084.0,2081.34,2049.32,BULL
2021-12-29,2082.0,2080.96,2049.75,BULL
2021-12-30,2073.5,2080.31,2050.1275,BULL
2022-01-04,2122.0,2080.57,2050.7125,BULL
2022-01-05,2125.0,2081.49,2051.1975,BULL
2022-01-06,2082.0,2081.49,2051.3775,BULL
2022-01-07,2078.0,2081.53,2051.4775,BULL
2022-01-11,2072.0,2081.01,2051.5175,BULL
2022-01-12,2102.5,2081.2,2051.58,BULL
2022-01-13,2088.0,2081.38,2051.545,BULL
2022-01-14,2060.5,2080.95,2051.4825,BULL
2022-01-17,2069.5,2079.82,2051.57,BULL
2022-01-18,2061.0,2078.78,2051.83,BULL
2022-01-19,2000.0,2076.06,2051.665,RANGE
2022-01-20,2019.0,2074.02,2051.43,RANGE
2022-01-21,2005.0,2071.74,2051.115,RANGE
2022-01-24,2008.0,2069.86,2050.79,RANGE
2022-01-25,1973.5,2067.59,2050.3975,RANGE
2022-01-26,1968.0,2065.05,2049.9775,RANGE
2022-01-27,1917.0,2060.91,2049.2175,RANGE
2022-01-28,1956.0,2057.41,2048.6075,RANGE
2022-01-31,1973.5,2054.2,2048.225,RANGE
2022-02-01,1976.0,2051.32,2047.795,RANGE
2022-02-02,2015.0,2049.32,2047.625,RANGE
2022-02-03,2000.0,2046.8,2047.345,RANGE
2022-02-04,2012.0,2044.52,2047.15,RANGE
2022-02-07,2006.5,2042.69,2046.9025,RANGE
2022-02-08,2017.5,2040.9,2046.755,RANGE
2022-02-09,2033.5,2040.25,2046.6375,BEAR
2022-02-10,2045.0,2040.58,2046.5725,BEAR
2022-02-14,2011.0,2040.64,2046.3625,BEAR
2022-02-15,1993.0,2040.24,2046.2325,BEAR
2022-02-16,2027.0,2040.72,2046.4675,BEAR
2022-02-17,2010.0,2040.18,2046.4375,BEAR
2022-02-18,2003.5,2039.75,2046.42,BEAR
2022-02-21,1990.5,2038.13,2046.3125,BEAR
2022-02-22,1962.0,2035.7,2046.1325,BEAR
2022-02-24,1934.5,2033.0,2045.805,BEAR
2022-02-25,1957.0,2031.07,2045.625,BEAR
2022-02-28,1967.0,2029.28,2045.34,BEAR
2022-03-01,1977.5,2027.79,2045.0825,BEAR
2022-03-02,1938.5,2025.33,2044.53,BEAR
2022-03-03,1958.5,2022.62,2044.3175,BEAR
2022-03-04,1920.5,2019.74,2044.075,BEAR
2022-03-07,1869.0,2016.74,2043.705,BEAR
2022-03-08,1835.0,2012.42,2042.99,BEAR
2022-03-09,1832.0,2008.08,2042.3,BEAR
2022-03-10,1904.5,2004.8,2041.8125,BEAR
2022-03-11,1878.5,2001.03,2041.255,BEAR
2022-03-14,1887.0,1997.64,2040.745,BEAR
2022-03-15,1905.5,1994.07,2040.2775,BEAR
2022-03-16,1930.5,1991.04,2039.885,BEAR
2022-03-17,1981.0,1989.19,2039.71,BEAR
2022-03-18,1989.5,1986.54,2039.5675,BEAR
2022-03-22,2011.5,1984.27,2039.6,BEAR
2022-03-23,2059.5,1983.82,2039.6825,RANGE
2022-03-24,2066.0,1983.58,2039.9225,RANGE
2022-03-25,2065.0,1983.44,2040.1425,RANGE
2022-03-28,2055.0,1982.49,2040.2325,RANGE
2022-03-29,2073.5,1982.2,2040.335,RANGE
2022-03-30,2073.0,1982.45,2040.42,RANGE
2022-03-31,2049.0,1982.04,2040.385,RANGE
2022-04-01,2047.5,1981.77,2040.3175,RANGE
2022-04-04,2058.5,1982.94,2040.35,RANGE
2022-04-05,2054.0,1983.64,2040.345,RANGE
2022-04-06,2023.5,1984.01,2040.2025,RANGE
2022-04-07,1992.5,1983.7,2039.885,RANGE
2022-04-08,1996.0,1984.15,2039.49,RANGE
2022-04-11,1990.0,1984.59,2039.065,RANGE
2022-04-12,1962.5,1985.5,2038.5625,BEAR
2022-04-13,1990.0,1986.18,2038.3075,BEAR
2022-04-14,2011.0,1986.93,2038.3875,BEAR
2022-04-15,1997.5,1987.36,2038.095,BEAR
2022-04-18,1978.5,1986.63,2037.7475,BEAR
2022-04-19,1997.5,1986.58,2037.53,BEAR
2022-04-20,2018.5,1986.71,2037.3325,BEAR
2022-04-21,2030.0,1987.18,2037.1775,BEAR
2022-04-22,2006.5,1986.96,2036.97,BEAR
2022-04-25,1976.0,1985.81,2036.65,BEAR
2022-04-26,1981.5,1984.54,2036.3675,BEAR
2022-04-27,1962.0,1983.56,2035.8925,BEAR
2022-04-28,2000.0,1983.7,2035.6425,BEAR
2022-05-02,1998.0,1983.12,2035.3525,BEAR
2022-05-06,2017.5,1983.27,2035.25,BEAR
2022-05-09,1978.0,1982.76,2035.23,BEAR
2022-05-10,1964.0,1982.23,2035.135,BEAR
2022-05-11,1950.5,1982.0,2034.8075,BEAR
2022-05-12,1930.0,1981.91,2034.3125,BEAR
2022-05-13,1967.5,1982.12,2034.03,BEAR
2022-05-16,1967.0,1982.12,2033.855,BEAR
2022-05-17,1969.5,1981.96,2033.7225,BEAR
2022-05-18,1989.0,1982.97,2033.8325,BEAR
2022-05-19,1962.5,1983.05,2033.895,BEAR
2022-05-20,1979.5,1984.23,2033.9625,BEAR
2022-05-23,1999.0,1986.83,2034.0225,BEAR
2022-05-24,1982.5,1989.78,2033.945,BEAR
2022-05-25,1978.5,1992.71,2033.9375,BEAR
2022-05-26,1980.0,1994.22,2033.9075,BEAR
2022-05-27,1990.5,1996.46,2034.05,BEAR
2022-05-30,2025.5,1999.23,2034.1675,BEAR
2022-05-31,2015.0,2001.42,2034.2775,BEAR
2022-06-01,2044.5,2003.7,2034.585,RANGE
2022-06-02,2031.5,2004.71,2034.8025,RANGE
2022-06-03,2038.5,2005.69,2035.035,RANGE
2022-06-06,2044.0,2006.34,2035.275,RANGE
2022-06-07,2051.0,2006.17,2035.455,RANGE
2022-06-08,2076.5,2006.38,2035.7675,RANGE
2022-06-09,2075.0,2006.58,2036.0575,RANGE
2022-06-10,2047.0,2006.42,2036.3525,RANGE
2022-06-13,2003.5,2005.02,2036.495,RANGE
2022-06-14,1979.5,2003.15,2036.4675,RANGE
2022-06-15,1954.0,2001.25,2036.4425,RANGE
2022-06-16,1968.5,1999.67,2036.59,RANGE
2022-06-17,1934.0,1997.18,2036.385,BEAR
2022-06-20,1919.0,1994.48,2036.0,BEAR
2022-06-21,1956.0,1993.13,2035.795,BEAR
