Date,Open,High,Low,Close,Adj Close,Volume,MA20,MA25,MA75,MA200,RSI14,MA50,MA75_slope,MA200_slope,Ret60,High20,PrevHigh,PrevClose,PrevOpen,PrevVolume
2020-02-25,606.0,612.0,597.6666870117188,601.6666870117188,572.479736328125,1691100.0,,,,,50.0,,,,,,,,,
2020-02-26,596.0,596.0,575.3333129882812,594.0,565.1849975585938,1453800.0,,,,,50.0,,,,,,612.0,601.6666870117188,606.0,1691100.0
2020-02-27,591.6666870117188,592.3333129882812,572.0,574.0,546.1551513671875,1104300.0,,,,,50.0,,,,,,596.0,594.0,596.0,1453800.0
2020-02-28,552.0,559.0,540.3333129882812,544.0,517.6104736328125,1692300.0,,,,,50.0,,,,,,592.3333129882812,574.0,591.6666870117188,1104300.0
2020-02-29,552.0,559.0,540.3333129882812,544.0,517.6104736328125,1692300.0,,,,,50.0,,,,,,559.0,544.0,552.0,1692300.0
2020-03-01,552.0,559.0,540.3333129882812,544.0,517.6104736328125,1692300.0,,,,,50.0,,,,,,559.0,544.0,552.0,1692300.0
2020-03-02,533.3333129882812,573.0,531.0,563.0,535.6887817382812,1607100.0,,,,,50.0,,,,,,559.0,544.0,552.0,1692300.0
2020-03-03,577.0,581.6666870117188,540.3333129882812,542.3333129882812,516.0247192382812,2026200.0,,,,,50.0,,,,,,573.0,563.0,533.3333129882812,1607100.0
2020-03-04,529.0,536.6666870117188,519.3333129882812,526.6666870117188,501.1180725097656,1971300.0,,,,,50.0,,,,,,581.6666870117188,542.3333129882812,577.0,2026200.0
2020-03-05,534.6666870117188,537.6666870117188,517.3333129882812,521.6666870117188,496.3605651855469,1631400.0,,,,,50.0,,,,,,536.6666870117188,526.6666870117188,529.0,1971300.0
2020-03-06,511.3333435058594,514.0,486.6666564941406,494.6666564941406,470.6702575683594,2236800.0,,,,,50.0,,,,,,537.6666870117188,521.6666870117188,534.6666870117188,1631400.0
2020-03-07,511.3333435058594,514.0,486.6666564941406,494.6666564941406,470.6702575683594,2236800.0,,,,,50.0,,,,,,514.0,494.6666564941406,511.3333435058594,2236800.0
2020-03-08,511.3333435058594,514.0,486.6666564941406,494.6666564941406,470.6702575683594,2236800.0,,,,,50.0,,,,,,514.0,494.6666564941406,511.3333435058594,2236800.0
2020-03-09,466.6666564941406,467.0,446.3333435058594,452.6666564941406,430.7077331542969,3233700.0,,,,,50.0,,,,,,514.0,494.6666564941406,511.3333435058594,2236800.0
