Date,Open,High,Low,Close,Adj Close,Volume,MA20,MA25,MA75,MA200,RSI14,MA50,MA75_slope,MA200_slope,Ret60,High20,PrevHigh,PrevClose,PrevOpen,PrevVolume
2020-02-25,959.0,959.0,928.5,939.0,845.236328125,74200.0,,,,,50.0,,,,,,,,,
2020-02-26,925.5,941.5,913.0,941.5,847.4865112304688,41400.0,,,,,50.0,,,,,,959.0,939.0,959.0,74200.0
2020-02-27,931.0,931.0,918.0,926.0,833.5343627929688,36200.0,,,,,50.0,,,,,,941.5,941.5,925.5,41400.0
2020-02-28,900.5,902.0,854.5,864.5,778.1754150390625,46600.0,,,,,50.0,,,,,,931.0,926.0,931.0,36200.0
2020-02-29,900.5,902.0,854.5,864.5,778.1754150390625,46600.0,,,,,50.0,,,,,,902.0,864.5,900.5,46600.0
2020-03-01,900.5,902.0,854.5,864.5,778.1754150390625,46600.0,,,,,50.0,,,,,,902.0,864.5,900.5,46600.0
2020-03-02,844.5,877.5,838.5,865.0,778.6255493164062,43200.0,,,,,50.0,,,,,,902.0,864.5,900.5,46600.0
2020-03-03,865.0,875.5,825.0,825.0,742.6196899414062,55200.0,,,,,50.0,,,,,,877.5,865.0,844.5,43200.0
2020-03-04,805.0,844.5,805.0,822.5,740.3693237304688,32400.0,,,,,50.0,,,,,,875.5,825.0,865.0,55200.0
2020-03-05,842.5,842.5,815.0,820.0,738.1189575195312,31000.0,,,,,50.0,,,,,,844.5,822.5,805.0,32400.0
2020-03-06,803.5,811.0,777.0,777.0,699.4126586914062,43400.0,,,,,50.0,,,,,,842.5,820.0,842.5,31000.0
2020-03-07,803.5,811.0,777.0,777.0,699.4126586914062,43400.0,,,,,50.0,,,,,,811.0,777.0,803.5,43400.0
2020-03-08,803.5,811.0,777.0,777.0,699.4126586914062,43400.0,,,,,50.0,,,,,,811.0,777.0,803.5,43400.0
2020-03-09,770.5,779.0,746.0,769.0,692.2116088867188,40000.0,,,,,50.0,,,,,,811.0,777.0,803.5,43400.0
2020-03-10,759.0,795.0,750.5,788.5,709.764404296875,36800.0,,,,,11.508951406649617,,,,,,779.0,769.0,770.5,40000.0
2020-03-11,784.0,803.0,778.0,779.0,701.2130126953125,39800.0,,,,,9.876543209876544,,,,,,795.0,788.5,759.0,36800.0
2020-03-12,771.5,797.0,742.5,763.0,686.8107299804688,49000.0,,,,,9.852216748768484,,,,,,803.0,779.0,784.0,39800.0
2020-03-13,743.0,751.5,683.5,745.0,670.6080322265625,66000.0,,,,,12.53918495297806,,,,,,797.0,763.0,771.5,49000.0
2020-03-14,743.0,751.5,683.5,745.0,670.6080322265625,66000.0,,,,,12.53918495297806,,,,,,751.5,745.0,743.0,66000.0
2020-03-15,743.0,751.5,683.5,745.0,670.6080322265625,66000.0,819.9,,,,12.53918495297806,,,,,941.5,751.5,745.0,743.0,66000.0
2020-03-16,741.0,775.0,741.0,754.5,679.1595458984375,22600.0,810.675,,,,17.210682492581597,,,,,941.5,751.5,745.0,743.0,66000.0
2020-03-17,751.0,883.5,705.0,883.5,795.2781982421875,85200.0,807.775,,,,61.35922330097088,,,,,926.0,775.0,754.5,741.0,22600.0
2020-03-18,863.5,905.0,857.5,888.5,799.7789306640625,73600.0,805.9,,,,62.692307692307686,,,,,888.5,883.5,883.5,751.0,85200.0
2020-03-19,908.5,983.5,829.5,983.5,885.292724609375,73200.0,811.85,,,,73.19148936170212,,,,,983.5,905.0,888.5,863.5,73600.0
2020-03-20,908.5,983.5,829.5,983.5,885.292724609375,73200.0,817.8,835.66,,,83.36025848142165,,,,,983.5,983.5,983.5,908.5,73200.0
2020-03-21,908.5,983.5,829.5,983.5,885.292724609375,73200.0,823.75,837.44,,,83.36025848142165,,,,,983.5,983.5,983.5,908.5,73200.0
2020-03-22,908.5,983.5,829.5,983.5,885.292724609375,73200.0,829.675,839.12,,,83.36025848142165,,,,,983.5,983.5,983.5,908.5,73200.0
